Country/Region Code,SeriesCode,DESCRIPTION
BLR,ST.INT.TRNX.CD,Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.
BLR,IT.NET.BBND,Beltelecom. From 2003: Ministry of Communications and Informatization.
BLR,SP.DYN.TFRT.IN,"Data source: Eurostat, National Statistical Committee of the Republic of Belarus, United Nations World Population Prospects"
BLZ,ST.INT.XPND.CD,Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.
BLZ,IT.NET.BBND.P2,Belize Telecommunications Ltd (BTL).
BLZ,SP.DYN.AMRT.FE,Data source: United Nations World Population Prospects
BLZ,SP.POP.GROW,Data source: United Nations World Population Prospects
BLZ,IT.MLT.MAIN.P2,Belize Telecommunications Ltd (BTL).
BLZ,IT.CEL.SETS.P2,Belize Telecommunications Ltd (BTL).
BLZ,ST.INT.ARVL,Includes overnight visitors (tourists) and same-day visitors (excursionists). Arrivals of non-resident visitors at national borders.
BLZ,EG.EGY.PRIM.PP.KD,"Sources: Estimated based on UN Energy Statistics (2014); World Development Indicators, WDI (2014)"
BLZ,SP.DYN.LE00.MA.IN,Data source: United Nations World Population Prospects
BLZ,ST.INT.TVLX.CD,Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.
BLZ,IT.NET.BBND,Belize Telecommunications Ltd (BTL).
BLZ,ST.INT.TRNR.CD,Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.
BLZ,SP.DYN.LE00.FE.IN,Data source: United Nations World Population Prospects
BLZ,SP.POP.TOTL,Data source: United Nations World Population Prospects
BLZ,SP.DYN.TFRT.IN,Data source: United Nations World Population Prospects
BLZ,EG.ELC.RNEW.ZS,Sources: UN Energy Statistics (2014)
BLZ,SP.DYN.AMRT.MA,Data source: United Nations World Population Prospects
BLZ,IT.CEL.SETS,Belize Telecommunications Ltd (BTL).
BLZ,ST.INT.TVLR.CD,Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.
BLZ,ST.INT.TRNX.CD,Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.
BLZ,SP.DYN.LE00.IN,Data source: United Nations World Population Prospects
BLZ,SP.DYN.CBRT.IN,Data source: United Nations World Population Prospects
BLZ,SM.POP.TOTL,Estimates are derived from data on foreign-born population. Number of refugees reported by the UN Refugee Agency (UNHCR) are added to the migrant stock estimates. 
BLZ,SP.DYN.CDRT.IN,Data source: United Nations World Population Prospects
BLZ,IT.NET.USER.ZS,Belize Telecommunications Ltd (BTL).
BLZ,IT.MLT.MAIN,Belize Telecommunications Ltd (BTL).
BLZ,SM.POP.NETM,Data source: United Nations World Population Prospects
BLZ,ST.INT.RCPT.CD,Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.
BLZ,EG.FEC.RNEW.ZS,Sources: UN Energy Statistics (2014)
BLZ,DT.DOD.DECT.CD,Long-term public and publicly guaranteed and long-term private nonguaranteed debt data for 2021 are based on reports provided by the country. Short-term debt data are not available.
BMU,IT.NET.BBND,"The Bermuda Telephone Company Limited (Bermuda Telephone). From 2001: Ministry of Energy,Telecommunications and E-Commerce; Dept of Telecommunications"
BMU,ST.INT.TRNX.CD,Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.
BMU,SP.DYN.LE00.FE.IN,"Data source: Bermuda Government Department of Statistics, United Nations Population and Vital Statistics Report"
BMU,IT.CEL.SETS,"The Bermuda Telephone Company Limited (Bermuda Telephone). From 2001: Ministry of Energy,Telecommunications and E-Commerce; Dept of Telecommunications"
BMU,SM.POP.TOTL,Estimates are derived from data on foreign-born population. 
BMU,IT.CEL.SETS.P2,"The Bermuda Telephone Company Limited (Bermuda Telephone). From 2001: Ministry of Energy,Telecommunications and E-Commerce; Dept of Telecommunications"
BMU,ST.INT.ARVL,Includes overnight visitors (tourists) and same-day visitors (excursionists). Arrivals of non-resident visitors at national borders. Excluding nationals residing abroad.
BMU,IT.NET.USER.ZS,"The Bermuda Telephone Company Limited (Bermuda Telephone). From 2001: Ministry of Energy,Telecommunications and E-Commerce; Dept of Telecommunications"
BMU,ST.INT.DPRT,Includes overnight visitors (tourists) only.
BMU,IT.MLT.MAIN.P2,"The Bermuda Telephone Company Limited (Bermuda Telephone). From 2001: Ministry of Energy,Telecommunications and E-Commerce; Dept of Telecommunications"
BMU,ST.INT.XPND.CD,Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.
BMU,SP.POP.GROW,"Data source: Bermuda Government Department of Statistics, United Nations Population and Vital Statistics Report"
BMU,IT.NET.BBND.P2,"The Bermuda Telephone Company Limited (Bermuda Telephone). From 2001: Ministry of Energy,Telecommunications and E-Commerce; Dept of Telecommunications"
BMU,EG.EGY.PRIM.PP.KD,"Sources: Estimated based on UN Energy Statistics (2014); World Development Indicators, WDI (2014)"
BMU,SP.DYN.LE00.MA.IN,"Data source: Bermuda Government Department of Statistics, United Nations Population and Vital Statistics Report"
BMU,ST.INT.TVLX.CD,Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database. 2002-2005: country data.
BMU,ST.INT.TRNR.CD,Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.
BMU,SP.POP.TOTL,"Data source: Bermuda Government Department of Statistics, United Nations Population and Vital Statistics Report"
BMU,EG.ELC.RNEW.ZS,Sources: UN Energy Statistics (2014)
BMU,SP.DYN.TFRT.IN,"Data source: Bermuda Government Department of Statistics, United Nations Population and Vital Statistics Report"
BMU,ST.INT.TVLR.CD,Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database. 1995-2005: country data.
BMU,SP.DYN.LE00.IN,Derived using male and female life expectancy
BMU,SP.DYN.CBRT.IN,"Data source: Bermuda Government Department of Statistics, United Nations Population and Vital Statistics Report"
BMU,SP.DYN.CDRT.IN,"Data source: Bermuda Government Department of Statistics, United Nations Population and Vital Statistics Report"
BMU,IT.MLT.MAIN,"The Bermuda Telephone Company Limited (Bermuda Telephone). From 2001: Ministry of Energy,Telecommunications and E-Commerce; Dept of Telecommunications"
BMU,EG.FEC.RNEW.ZS,Sources: UN Energy Statistics (2014)
BMU,ST.INT.RCPT.CD,Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.
BOL,SP.POP.GROW,Data source: United Nations World Population Prospects
BOL,IT.CEL.SETS,Until 1998: Empresa Nacional de Telecomunicaciones (ENTEL). Superintendencia de Telecomunicaciones.
BOL,IT.NET.BBND.P2,Until 1998: Empresa Nacional de Telecomunicaciones (ENTEL). Superintendencia de Telecomunicaciones.
BOL,ST.INT.TRNR.CD,Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.
BOL,ST.INT.XPND.CD,Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.
BOL,SP.DYN.AMRT.MA,Data source: United Nations World Population Prospects
BOL,SP.DYN.TFRT.IN,Data source: United Nations World Population Prospects
BOL,MS.MIL.XPND.CD,1961-1998 SIPRI estimates.
BOL,SP.DYN.LE00.IN,Data source: United Nations World Population Prospects
BOL,IT.MLT.MAIN.P2,Until 1998: Empresa Nacional de Telecomunicaciones (ENTEL). Superintendencia de Telecomunicaciones.
BOL,ST.INT.DPRT,Includes overnight visitors (tourists) only.
BOL,IT.MLT.MAIN,Until 1998: Empresa Nacional de Telecomunicaciones (ENTEL). Superintendencia de Telecomunicaciones.
BOL,EG.FEC.RNEW.ZS,"Sources: World Energy Statistics and Balances, IEA (2014)"
BOL,SM.POP.NETM,Data source: United Nations World Population Prospects
BOL,ST.INT.RCPT.CD,Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.
BOL,MS.MIL.XPND.CN,1961-1998 SIPRI estimates.
BOL,DT.DOD.DECT.CD,Long-term public and publicly guaranteed and long-term private nonguaranteed debt data for 2021 are based on reports provided by the country. Short-term debt data for 2021 are sourced by the Quarterly External Debt Statistics database (http://datatopics.worldbank.org/debt/qeds). Data include the effects of HIPC and MDRI debt relief.
BOL,IT.NET.USER.ZS,Until 1998: Empresa Nacional de Telecomunicaciones (ENTEL). Superintendencia de Telecomunicaciones.
BOL,SM.POP.TOTL,Estimates are derived from data on foreign-born population. 
BOL,ST.INT.TVLR.CD,Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.
BOL,ST.INT.TRNX.CD,Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.
BOL,MS.MIL.XPND.ZS,1989-1998 SIPRI estimates.
BOL,SP.DYN.CBRT.IN,Data source: United Nations World Population Prospects
BOL,IT.NET.BBND,Until 1998: Empresa Nacional de Telecomunicaciones (ENTEL). Superintendencia de Telecomunicaciones.
BOL,SP.DYN.LE00.FE.IN,Data source: United Nations World Population Prospects
BOL,SP.DYN.CDRT.IN,Data source: United Nations World Population Prospects
BOL,EG.ELC.RNEW.ZS,"Sources: World Energy Statistics and Balances, IEA (2014)"
BOL,SP.POP.TOTL,Data source: United Nations World Population Prospects
BOL,ST.INT.ARVL,Includes overnight visitors (tourists) only. Arrivals of non-resident tourists at national borders.
BOL,IT.CEL.SETS.P2,Until 1998: Empresa Nacional de Telecomunicaciones (ENTEL). Superintendencia de Telecomunicaciones.
BOL,ST.INT.TVLX.CD,Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.
BOL,SP.DYN.AMRT.FE,Data source: United Nations World Population Prospects
BOL,EG.EGY.PRIM.PP.KD,"Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)"
BOL,SP.DYN.LE00.MA.IN,Data source: United Nations World Population Prospects
BRA,EG.FEC.RNEW.ZS,"Sources: World Energy Statistics and Balances, IEA (2014)"
BRA,ST.INT.RCPT.CD,Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.
BRA,DT.DOD.DECT.CD,Long-term public and publicly guaranteed and long-term private nonguaranteed debt data for 2021 are based on reports provided by the country. Short-term debt data for 2021 are based on reports provided by the country.
BRA,ST.INT.TVLR.CD,Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.
BRA,SP.DYN.TFRT.IN,Data source: United Nations World Population Prospects
BRA,ST.INT.TRNX.CD,Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.
BRA,IT.MLT.MAIN,Telecomunicaçoes Brasileiras S.A. From 1998: Agência Nacional de Telecomunicações (ANATEL).
BRA,SP.DYN.CBRT.IN,Data source: United Nations World Population Prospects
BRA,SP.DYN.LE00.IN,Data source: United Nations World Population Prospects
BRA,SP.DYN.CDRT.IN,Data source: United Nations World Population Prospects
BRA,ST.INT.XPND.CD,Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.
BRA,SP.POP.TOTL,Data source: United Nations World Population Prospects
BRA,EG.ELC.RNEW.ZS,"Sources: World Energy Statistics and Balances, IEA (2014)"
BRA,SP.DYN.LE00.MA.IN,Data source: United Nations World Population Prospects
BRA,SP.DYN.AMRT.FE,Data source: United Nations World Population Prospects
BRA,ST.INT.TRNR.CD,Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.
BRA,IT.NET.BBND.P2,Telecomunicaçoes Brasileiras S.A. From 1998: Agência Nacional de Telecomunicações (ANATEL).
BRA,SP.POP.GROW,Data source: United Nations World Population Prospects
BRA,ST.INT.TVLX.CD,Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.
BRA,EG.EGY.PRIM.PP.KD,"Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)"
BRA,ST.INT.ARVL,Includes overnight visitors (tourists) only. Arrivals of non-resident tourists at national borders. Including nationals residing abroad.
